2019 Authorized Budget,,,,,March ,,,,April,,,,May,,,,June,,,,July,,,,August,,,,September,,,,October,,,,November,,,,December,,,,January,,,,February,,,,March,,,,April,,,,May ,,,,Jun-18,,,,Jul-18,,,,Aug-18,,,,Sep-18,,,,Oct-18,,,,Nov-18,,,,Dec-18,,,,Jan-19,,,,Feb-19,,,
Position #,Position Description,FTE Percent,Location,2019 Budgeted Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary
2087,FIREFIGHTER, 	1.00 ,FIRE," 	81,383 ",1001,FIREFIGHTER, 	1.00 ," 	76,511 ",1001,FIREFIGHTER,1.00," 	76,511 ",1001,FIREFIGHTER,1.00," 	76,511 ",1001,FIREFIGHTER,1.00," 	76,511 ",1001,FIREFIGHTER,1," 	78,041 ",1001,FIREFIGHTER,1," 	78,041 ",1001,FIREFIGHTER,1," 	78,041 ",1001,FIREFIGHTER,1," 	78,041 ",1001,FIREFIGHTER,1," 	78,041 ",1001,FIREFIGHTER,1," 	78,822 ",1001,FIREFIGHTER, 	1.00 ," 	78,822 ",1001,FIREFIGHTER, 	1.00 ," 	78,822 ",1001,FIREFIGHTER, 	1.00 ," 	78,822 ",1001,FIREFIGHTER, 	1.00 ," 	78,822 ",1001,FIREFIGHTER, 	1.00 ," 	78,822 ",1001,FIREFIGHTER, 	1.00 ," 	78,822 ",1001,FIREFIGHTER, 	1.00 ," 	78,822 ",1001,FIREFIGHTER, 	1.00 ," 	78,822 ",1001,FIREFIGHTER,1," 	78,822 ",1001,FIREFIGHTER,1," 	78,822 ",1001,FIREFIGHTER,1," 	78,822 ",1001,FIREFIGHTER, 	1.00 ," 	78,822 ",1001,FIREFIGHTER-13, 	1.00 ," 	78,822 ",1001,FIREFIGHTER-13, 	1.00 ," 	80,398 "
2088,FIRE LIEUTENANT, 	1.00 ,FIRE," 	66,242 ",4108,FIRE APPARATUS ENGR-13, 	1.00 ," 	75,354 ",4108,FIRE APPARATUS ENGR-13,1.00," 	75,354 ",4108,FIRE APPARATUS ENGR-13,1.00," 	75,354 ",4108,FIRE APPARATUS ENGR-13,1.00," 	75,354 ",4108,FIRE APPARATUS ENGR-13,1," 	76,861 ",VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,4037,FIREFIGHTER-13, 	1.00 ," 	75,766 ",4037,FIREFIGHTER-13, 	1.00 ," 	75,766 ",4037,FIREFIGHTER-13, 	1.00 ," 	87,094 ",4037,FIREFIGHTER-13, 	1.00 ," 	87,094 ",4037,FIREFIGHTER-13, 	1.00 ," 	87,094 ",4037,FIREFIGHTER-13, 	1.00 ," 	87,094 ",4037,FIREFIGHTER-13,1," 	87,094 ",4037,FIRE LIEUTENANT,1," 	87,094 ",4037,FIRE LIEUTENANT,1," 	87,094 ",4037,FIRE LIEUTENANT, 	1.00 ," 	87,094 ",4037,FIRE LIEUTENANT-13, 	1.00 ," 	87,094 ",4037,FIRE LIEUTENANT-13, 	1.00 ," 	88,836 "
2089,FIRE LIEUTENANT, 	1.00 ,FIRE," 	92,281 ",2712,FIRE LIEUTENANT, 	1.00 ," 	84,541 ",2712,FIRE LIEUTENANT,1.00," 	84,541 ",2712,FIRE LIEUTENANT,1.00," 	84,541 ",2712,FIRE LIEUTENANT,1.00," 	84,541 ",2712,FIRE LIEUTENANT,1," 	86,231 ",2712,FIRE LIEUTENANT,1," 	86,231 ",2712,FIRE LIEUTENANT,1," 	86,231 ",2712,FIRE LIEUTENANT,1," 	87,622 ",2712,FIRE LIEUTENANT,1," 	87,622 ",2712,FIRE LIEUTENANT,1," 	88,499 ",2712,FIRE LIEUTENANT, 	1.00 ," 	88,499 ",2712,FIRE LIEUTENANT, 	1.00 ," 	89,201 ",2712,FIRE LIEUTENANT, 	1.00 ," 	89,201 ",2712,FIRE LIEUTENANT, 	1.00 ," 	89,201 ",2712,FIRE LIEUTENANT, 	1.00 ," 	89,201 ",2712,FIRE LIEUTENANT, 	1.00 ," 	89,201 ",2712,FIRE LIEUTENANT, 	1.00 ," 	89,201 ",2712,FIRE LIEUTENANT, 	1.00 ," 	89,201 ",2712,FIRE LIEUTENANT,1," 	89,201 ",2712,FIRE LIEUTENANT,1," 	89,201 ",2712,FIRE LIEUTENANT,1," 	89,201 ",2712,FIRE LIEUTENANT, 	1.00 ," 	89,201 ",2712,FIRE LIEUTENANT-13, 	1.00 ," 	89,201 ",2712,FIRE LIEUTENANT-13, 	1.00 ," 	90,985 "
2090,FIRE APPARATUS ENGR, 	1.00 ,FIRE," 	81,490 ",3888,FIRE APPARATUS ENGR, 	1.00 ," 	79,713 ",3888,FIRE APPARATUS ENGR,1.00," 	79,713 ",3888,FIRE APPARATUS ENGR,1.00," 	79,713 ",3888,FIRE APPARATUS ENGR,1.00," 	79,713 ",VACANT,VACANT,VACANT,VACANT,3987,FIRE APPARATUS ENGR,1," 	76,861 ",3987,FIRE APPARATUS ENGR,1," 	76,861 ",3987,FIRE APPARATUS ENGR,1," 	76,861 ",3987,FIRE APPARATUS ENGR,1," 	76,861 ",3987,FIRE APPARATUS ENGR,1," 	77,630 ",3987,FIRE APPARATUS ENGR, 	1.00 ," 	77,630 ",3987,FIRE APPARATUS ENGR, 	1.00 ," 	77,630 ",3987,FIRE APPARATUS ENGR, 	1.00 ," 	77,630 ",3987,FIRE APPARATUS ENGR, 	1.00 ," 	77,630 ",3987,FIRE APPARATUS ENGR, 	1.00 ," 	77,630 ",3987,FIRE APPARATUS ENGR, 	1.00 ," 	77,630 ",3987,FIRE APPARATUS ENGR, 	1.00 ," 	77,630 ",3987,FIRE APPARATUS ENGR, 	1.00 ," 	77,630 ",3987,FIRE APPARATUS ENGR,1," 	77,630 ",3987,FIRE APPARATUS ENGR,1," 	77,630 ",3987,FIRE APPARATUS ENGR,1," 	77,630 ",3987,FIRE APPARATUS ENGR, 	1.00 ," 	77,630 ",3987,FIRE APPARATUS ENGR-13, 	1.00 ," 	77,630 ",3987,FIRE APPARATUS ENGR-13, 	1.00 ," 	79,182 "
2091,FIRE APPARATUS ENGR, 	1.00 ,FIRE," 	85,452 ",3620,FIRE APPARATUS ENGR, 	1.00 ," 	80,336 ",3620,FIRE APPARATUS ENGR,1.00," 	80,336 ",3620,FIRE APPARATUS ENGR,1.00," 	80,336 ",3620,FIRE APPARATUS ENGR,1.00," 	80,336 ",3620,FIRE APPARATUS ENGR,1," 	81,943 ",3620,FIRE APPARATUS ENGR,1," 	81,943 ",3620,FIRE APPARATUS ENGR,1," 	81,943 ",3620,FIRE APPARATUS ENGR,1," 	81,943 ",3620,FIRE APPARATUS ENGR,1," 	81,943 ",3620,FIRE APPARATUS ENGR,1," 	82,762 ",3620,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 ",3620,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 ",3620,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 ",3620,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 ",3620,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 ",3620,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 ",3620,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 ",3620,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 ",3620,FIRE APPARATUS ENGR,1," 	82,762 ",3620,FIRE APPARATUS ENGR,1," 	82,762 ",3620,FIRE APPARATUS ENGR,1," 	82,762 ",3620,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 ",3620,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,762 ",3620,FIRE APPARATUS ENGR-13, 	1.00 ," 	84,418 "
2092,FIREFIGHTER PARAMEDI, 	1.00 ,FIRE," 	84,309 ",1038,FIREFIGHTER PARAMEDI, 	1.00 ," 	78,941 ",1038,FIREFIGHTER PARAMEDI,1.00," 	78,941 ",1038,FIREFIGHTER PARAMEDI,1.00," 	78,941 ",1038,FIREFIGHTER PARAMEDI,1.00," 	78,941 ",1038,FIREFIGHTER PARAMEDI,1," 	80,520 ",1038,FIREFIGHTER PARAMEDI,1," 	80,520 ",1038,FIREFIGHTER PARAMEDI,1," 	80,520 ",1038,FIREFIGHTER PARAMEDI,1," 	80,520 ",1038,FIREFIGHTER PARAMEDI,1," 	80,520 ",1038,FIREFIGHTER PARAMEDI,1," 	81,325 ",1038,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 ",1038,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 ",1038,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 ",1038,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 ",1038,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 ",1038,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 ",1038,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 ",1038,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 ",1038,FIREFIGHTER PARAMEDI,1," 	81,325 ",1038,FIREFIGHTER PARAMEDI,1," 	81,325 ",1038,FIREFIGHTER PARAMEDI,1," 	81,325 ",1038,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 ",1038,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	81,325 ",1038,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	82,952 "
2093,FIREFIGHTER PARAMEDI, 	1.00 ,FIRE," 	93,636 ",3968,FIREFIGHTER/PARAMEDI, 	1.00 ," 	87,358 ",3968,FIREFIGHTER/PARAMEDI,1.00," 	87,358 ",3968,FIREFIGHTER PARAMEDI,1.00," 	87,358 ",3968,FIREFIGHTER PARAMEDI,1.00," 	87,358 ",3968,FIREFIGHTER PARAMEDI,1," 	89,105 ",3968,FIREFIGHTER PARAMEDI,1," 	89,105 ",3968,FIREFIGHTER PARAMEDI,1," 	89,105 ",3968,FIREFIGHTER PARAMEDI,1," 	89,105 ",3968,FIREFIGHTER PARAMEDI,1," 	89,105 ",3968,FIREFIGHTER PARAMEDI,1," 	89,996 ",3968,FIREFIGHTER PARAMEDI, 	1.00 ," 	89,996 ",3968,FIREFIGHTER PARAMEDI, 	1.00 ," 	89,996 ",3968,FIREFIGHTER PARAMEDI, 	1.00 ," 	89,996 ",3968,FIREFIGHTER PARAMEDI, 	1.00 ," 	89,996 ",3968,FIREFIGHTER PARAMEDI, 	1.00 ," 	89,996 ",3968,FIREFIGHTER PARAMEDI, 	1.00 ," 	89,996 ",3968,FIREFIGHTER PARAMEDI, 	1.00 ," 	89,996 ",3968,FIREFIGHTER PARAMEDI, 	1.00 ," 	89,996 ",3968,FIREFIGHTER PARAMEDI,1," 	89,996 ",3968,FIREFIGHTER PARAMEDI,1," 	89,996 ",3968,FIREFIGHTER PARAMEDI,1," 	90,688 ",3968,FIREFIGHTER PARAMEDI, 	1.00 ," 	90,688 ",3968,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	90,688 ",3968,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	92,502 "
2094,FIREFIGHTER, 	1.00 ,FIRE," 	63,524 ",3142,FIREFIGHTER, 	1.00 ," 	76,511 ",7861,FIREFIGHTER,1.00," 	55,743 ",7861,FIREFIGHTER,1.00," 	55,743 ",7861,FIREFIGHTER,1.00," 	55,743 ",7861,FIREFIGHTER,1," 	56,858 ",7861,FIREFIGHTER,1," 	56,858 ",7861,FIREFIGHTER,1," 	56,858 ",7861,FIREFIGHTER,1," 	56,858 ",7861,FIREFIGHTER,1," 	56,858 ",7861,FIREFIGHTER,1," 	57,427 ",7861,FIREFIGHTER, 	1.00 ," 	57,427 ",7861,FIREFIGHTER, 	1.00 ," 	59,265 ",7861,FIREFIGHTER, 	1.00 ," 	59,265 ",7861,FIREFIGHTER, 	1.00 ," 	59,265 ",7861,FIREFIGHTER, 	1.00 ," 	59,265 ",7861,FIREFIGHTER, 	1.00 ," 	59,265 ",7861,FIREFIGHTER, 	1.00 ," 	59,265 ",7861,FIREFIGHTER, 	1.00 ," 	59,265 ",7861,FIREFIGHTER,1," 	59,265 ",7861,FIREFIGHTER,1," 	59,265 ",7861,FIREFIGHTER,1," 	59,265 ",7861,FIREFIGHTER, 	1.00 ," 	59,265 ",7861,FIREFIGHTER-13, 	1.00 ," 	59,265 ",7861,FIREFIGHTER-13, 	1.00 ," 	62,324 "
2095,FIREFIGHTER, 	1.00 ,FIRE," 	76,336 ",2722,FIREFIGHTER, 	1.00 ," 	69,987 ",2722,FIREFIGHTER,1.00," 	69,987 ",2722,FIREFIGHTER,1.00," 	69,987 ",2722,FIREFIGHTER,1.00," 	69,987 ",2722,FIREFIGHTER,1," 	71,387 ",2722,FIREFIGHTER,1," 	73,201 ",2722,FIREFIGHTER,1," 	73,201 ",2722,FIREFIGHTER,1," 	73,201 ",2722,FIREFIGHTER,1," 	73,201 ",2722,FIREFIGHTER,1," 	73,933 ",2722,FIREFIGHTER, 	1.00 ," 	73,933 ",2722,FIREFIGHTER, 	1.00 ," 	73,933 ",2722,FIREFIGHTER, 	1.00 ," 	73,933 ",2722,FIREFIGHTER, 	1.00 ," 	73,933 ",2722,FIREFIGHTER, 	1.00 ," 	73,933 ",2722,FIREFIGHTER, 	1.00 ," 	73,933 ",2722,FIREFIGHTER, 	1.00 ," 	73,933 ",2722,FIREFIGHTER, 	1.00 ," 	73,933 ",2722,FIREFIGHTER,1," 	73,933 ",2722,FIREFIGHTER,1," 	73,933 ",2722,FIREFIGHTER,1," 	73,933 ",2722,FIREFIGHTER, 	1.00 ," 	73,933 ",2722,FIREFIGHTER-13, 	1.00 ," 	73,933 ",2722,FIREFIGHTER-13, 	1.00 ," 	75,412 "
2096,FIRE APPARATUS ENGR, 	1.00 ,FIRE," 	85,452 ",3625,FIRE APPARATUS ENGR, 	1.00 ," 	80,336 ",3625,FIRE APPARATUS ENGR,1.00," 	80,336 ",3625,FIRE APPARATUS ENGR,1.00," 	80,336 ",3625,FIRE APPARATUS ENGR,1.00," 	80,336 ",3625,FIRE APPARATUS ENGR,1," 	81,943 ",3625,FIRE APPARATUS ENGR,1," 	81,943 ",3625,FIRE APPARATUS ENGR,1," 	81,943 ",3625,FIRE APPARATUS ENGR,1," 	81,943 ",3625,FIRE APPARATUS ENGR,1," 	81,943 ",3625,FIRE APPARATUS ENGR,1," 	82,762 ",3625,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 ",3625,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 ",3625,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 ",3625,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 ",3625,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 ",3625,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 ",3625,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 ",3625,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 ",3625,FIRE APPARATUS ENGR,1," 	82,762 ",3625,FIRE APPARATUS ENGR,1," 	82,762 ",3625,FIRE APPARATUS ENGR,1," 	82,762 ",3625,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 ",3625,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,762 ",VACANT,VACANT,VACANT,VACANT
2097,FIRE LIEUTENANT, 	1.00 ,FIRE," 	66,242 ",3987,FIRE APPARATUS ENGR-13, 	1.00 ," 	75,354 ",3987,FIRE APPARATUS ENGR-13,1.00," 	75,354 ",3987,FIRE APPARATUS ENGR-13,1.00," 	75,354 ",3987,FIRE APPARATUS ENGR-13,1.00," 	75,354 ",3987,FIRE APPARATUS ENGR-13,1," 	76,861 ",VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,2705,FIREFIGHTER-13, 	1.00 ," 	80,044 ",2705,FIREFIGHTER-13, 	1.00 ," 	80,044 ",2705,FIREFIGHTER-13, 	1.00 ," 	87,094 ",2705,FIREFIGHTER-13, 	1.00 ," 	87,094 ",2705,FIREFIGHTER-13, 	1.00 ," 	87,094 ",2705,FIREFIGHTER-13, 	1.00 ," 	87,094 ",2705,FIREFIGHTER-13,1," 	87,094 ",2705,FIRE LIEUTENANT,1," 	87,094 ",2705,FIRE LIEUTENANT,1," 	88,499 ",2705,FIRE LIEUTENANT, 	1.00 ," 	88,499 ",2705,FIRE LIEUTENANT-13, 	1.00 ," 	88,499 ",2705,FIRE LIEUTENANT-13, 	1.00 ," 	90,269 "
2098,FIREFIGHTER PARAMEDI, 	1.00 ,FIRE," 	85,058 ",3768,FIREFIGHTER/PARAMEDI, 	1.00 ," 	77,950 ",3768,FIREFIGHTER/PARAMEDI,1.00," 	77,950 ",3768,FIREFIGHTER PARAMEDI,1.00," 	77,950 ",3768,FIREFIGHTER PARAMEDI,1.00," 	77,950 ",3768,FIREFIGHTER PARAMEDI,1," 	79,509 ",3768,FIREFIGHTER PARAMEDI,1," 	79,509 ",3768,FIREFIGHTER PARAMEDI,1," 	79,509 ",3768,FIREFIGHTER PARAMEDI,1," 	79,509 ",3768,FIREFIGHTER PARAMEDI,1," 	79,509 ",3768,FIREFIGHTER PARAMEDI,1," 	82,381 ",3768,FIREFIGHTER PARAMEDI, 	1.00 ," 	82,381 ",3768,FIREFIGHTER PARAMEDI, 	1.00 ," 	82,381 ",3768,FIREFIGHTER PARAMEDI, 	1.00 ," 	82,381 ",3768,FIREFIGHTER PARAMEDI, 	1.00 ," 	82,381 ",3768,FIREFIGHTER PARAMEDI, 	1.00 ," 	82,381 ",3768,FIREFIGHTER PARAMEDI, 	1.00 ," 	82,381 ",3768,FIREFIGHTER PARAMEDI, 	1.00 ," 	82,381 ",3768,FIREFIGHTER PARAMEDI, 	1.00 ," 	82,381 ",3768,FIREFIGHTER PARAMEDI,1," 	82,381 ",3768,FIREFIGHTER PARAMEDI,1," 	82,381 ",3768,FIREFIGHTER PARAMEDI,1," 	82,381 ",3768,FIREFIGHTER PARAMEDI, 	1.00 ," 	82,381 ",3768,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	82,381 ",3768,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	84,028 "
2099,FIREFIGHTER PARAMEDI, 	1.00 ,FIRE," 	57,591 ",1448,FIREFIGHTER PARAMEDI, 	1.00 ," 	73,070 ",1448,FIREFIGHTER PARAMEDI,1.00," 	73,070 ",1448,FIREFIGHTER PARAMEDI,1.00," 	73,070 ",1448,FIREFIGHTER PARAMEDI,1.00," 	73,070 ",1448,FIREFIGHTER PARAMEDI,1," 	74,531 ",1448,FIREFIGHTER PARAMEDI,1," 	74,531 ",VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,6774,FIREFIGHTER-13, 	1.00 ," 	59,265 ",6774,FIREFIGHTER-13, 	1.00 ," 	59,265 ",6774,FIREFIGHTER-13, 	1.00 ," 	72,100 ",6774,FIREFIGHTER-13, 	1.00 ," 	72,100 ",6774,FIREFIGHTER-13, 	1.00 ," 	79,309 ",6774,FIREFIGHTER-13, 	1.00 ," 	79,309 ",6774,FIREFIGHTER-13,1," 	79,309 ",6774,FIREFIGHTER PARAMEDI,1," 	79,309 ",6774,FIREFIGHTER PARAMEDI,1," 	81,325 ",6774,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 ",6774,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	81,325 ",6774,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	82,952 "
2100,FIRE LIEUTENANT, 	1.00 ,FIRE," 	94,276 ",2978,FIRE LIEUTENANT, 	1.00 ," 	88,631 ",2978,FIRE LIEUTENANT,1.00," 	88,631 ",2978,FIRE LIEUTENANT,1.00," 	88,631 ",2978,FIRE LIEUTENANT,1.00," 	88,631 ",2978,FIRE LIEUTENANT,1," 	90,404 ",2978,FIRE LIEUTENANT,1," 	90,404 ",2978,FIRE LIEUTENANT,1," 	90,404 ",2978,FIRE LIEUTENANT,1," 	90,404 ",2978,FIRE LIEUTENANT,1," 	90,404 ",2978,FIRE LIEUTENANT,1," 	91,308 ",2978,FIRE LIEUTENANT, 	1.00 ," 	91,308 ",2978,FIRE LIEUTENANT, 	1.00 ," 	91,308 ",2978,FIRE LIEUTENANT, 	1.00 ," 	91,308 ",2978,FIRE LIEUTENANT, 	1.00 ," 	91,308 ",2978,FIRE LIEUTENANT, 	1.00 ," 	91,308 ",2978,FIRE LIEUTENANT, 	1.00 ," 	91,308 ",2978,FIRE LIEUTENANT, 	1.00 ," 	91,308 ",2978,FIRE LIEUTENANT, 	1.00 ," 	91,308 ",2978,FIRE LIEUTENANT,1," 	91,308 ",2978,FIRE LIEUTENANT,1," 	91,308 ",2978,FIRE LIEUTENANT,1," 	91,308 ",2978,FIRE LIEUTENANT, 	1.00 ," 	91,308 ",2978,FIRE LIEUTENANT-13, 	1.00 ," 	91,308 ",2978,FIRE LIEUTENANT-13, 	1.00 ," 	93,134 "
2101,FIRE CHIEF-ASST, 	1.00 ,FIRE," 	170,818 ",1907,FIRE CHIEF-ASST, 	1.00 ," 	126,714 ",1907,FIRE CHIEF-ASST,1.00," 	126,714 ",1907,FIRE CHIEF-ASST,1.00," 	126,714 ",1907,FIRE CHIEF-ASST,1.00," 	126,714 ",1907,FIRE CHIEF-ASST,1," 	126,714 ",1907,FIRE CHIEF-ASST,1," 	130,541 ",1907,FIRE CHIEF-ASST,1," 	130,541 ",1907,FIRE CHIEF-ASST,1," 	130,541 ",1907,FIRE CHIEF-ASST,1," 	130,541 ",1907,FIRE CHIEF-ASST,1," 	131,846 ",1907,FIRE CHIEF-ASST, 	1.00 ," 	131,846 ",1907,FIRE CHIEF-ASST, 	1.00 ," 	131,846 ",1907,FIRE CHIEF-ASST, 	1.00 ," 	131,846 ",1907,FIRE CHIEF-ASST, 	1.00 ," 	131,846 ",1907,FIRE CHIEF-ASST, 	1.00 ," 	131,846 ",1907,FIRE CHIEF-ASST, 	1.00 ," 	131,846 ",1907,FIRE CHIEF-ASST, 	1.00 ," 	131,846 ",1907,FIRE CHIEF-ASST, 	1.00 ," 	131,846 ",1907,FIRE CHIEF-ASST,1," 	131,846 ",1907,FIRE CHIEF-ASST,1," 	131,846 ",1907,FIRE CHIEF-ASST,1," 	131,846 ",1907,FIRE CHIEF-ASST, 	1.00 ," 	131,846 ",1907,FIRE CHIEF-ASST-14, 	1.00 ," 	131,846 ",1907,FIRE CHIEF-ASST-14, 	1.00 ," 	131,846 "
2102,FIREFIGHTER PARAMEDI, 	1.00 ,FIRE," 	83,968 ",2506,FIREFIGHTER PARAMEDI, 	1.00 ," 	78,289 ",2506,FIREFIGHTER PARAMEDI,1.00," 	78,289 ",2506,FIREFIGHTER PARAMEDI,1.00," 	78,289 ",2506,FIREFIGHTER PARAMEDI,1.00," 	78,289 ",2506,FIREFIGHTER PARAMEDI,1," 	79,855 ",2506,FIREFIGHTER PARAMEDI,1," 	79,855 ",2506,FIREFIGHTER PARAMEDI,1," 	79,855 ",2506,FIREFIGHTER PARAMEDI,1," 	79,855 ",2506,FIREFIGHTER PARAMEDI,1," 	79,855 ",2506,FIREFIGHTER PARAMEDI,1," 	80,653 ",2506,FIREFIGHTER PARAMEDI, 	1.00 ," 	80,653 ",2506,FIREFIGHTER PARAMEDI, 	1.00 ," 	80,653 ",2506,FIREFIGHTER PARAMEDI, 	1.00 ," 	80,653 ",2506,FIREFIGHTER PARAMEDI, 	1.00 ," 	80,653 ",2506,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 ",2506,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 ",2506,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 ",2506,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 ",2506,FIREFIGHTER PARAMEDI,1," 	81,325 ",2506,FIREFIGHTER PARAMEDI,1," 	81,325 ",2506,FIREFIGHTER PARAMEDI,1," 	81,325 ",2506,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 ",2506,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	81,325 ",2506,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	82,952 "
2103,FIREFIGHTER, 	1.00 ,FIRE," 	83,907 ",2705,FIREFIGHTER, 	1.00 ," 	73,545 ",2705,FIREFIGHTER,1.00," 	73,545 ",2705,FIREFIGHTER,1.00," 	73,545 ",2705,FIREFIGHTER,1.00," 	73,545 ",2705,FIREFIGHTER,1," 	75,017 ",2705,FIREFIGHTER,1," 	75,017 ",2705,FIREFIGHTER,1," 	75,017 ",2705,FIREFIGHTER,1," 	75,017 ",2705,FIREFIGHTER,1," 	75,017 ",2705,FIREFIGHTER,1," 	75,766 ",2705,FIREFIGHTER, 	1.00 ," 	75,766 ",2705,FIREFIGHTER, 	1.00 ," 	80,044 ",9414,FIREFIGHTER, 	1.00 ," 	55,586 ",9414,FIREFIGHTER, 	1.00 ," 	55,586 ",9414,FIREFIGHTER, 	1.00 ," 	57,427 ",9414,FIREFIGHTER, 	1.00 ," 	57,427 ",VACANT,VACANT,VACANT,VACANT,9422,FIREFIGHTER, 	1.00 ," 	57,427 ",9422,FIREFIGHTER,1," 	57,427 ",9422,FIREFIGHTER,1," 	57,427 ",9422,FIREFIGHTER,1," 	57,427 ",9422,FIREFIGHTER, 	1.00 ," 	57,427 ",9422,FIREFIGHTER-13, 	1.00 ," 	57,427 ",9422,FIREFIGHTER-13, 	1.00 ," 	58,575 "
