Incident,Date,Incident Type,Address,Time
"Small Fire Ignites Inside Broiler Used As Storage Space","08/09/2016","Cooking","W. Main Street, Madison, WI","2016-08-09T19:15:00-05:00"
"Smoke Scare Sends Firefighters To Downtown Restaurant","08/08/2016","Smoke Scare","100 Block East Main Street, Madison, WI","2016-08-08T19:54:00-05:00"
"Wedding Celebration Evacuated, 26 People Transported Due To Carbon Monoxide Incident","08/06/2016","Carbon Monoxide","5000 Block Blazing Star Drive, Madison, WI","2016-08-06T23:39:00-05:00"
"Traffic Crash At Northport and Troy, Two Injured","08/03/2016","Vehicle","Northport Drive / Troy Drive, Madison, WI","2016-08-03T15:12:00-05:00"
"Body Recovered From Lake Monona","08/02/2016","Lake Rescue","Lake Monona, Madison, WI","2016-08-02T23:01:00-05:00"
"Automatic Sprinkler Quickly Extinguishes Apartment Fire On Jenewein Road","07/31/2016","Candle","4700 Block Jenewein Rd, Madison, WI","2016-07-31T11:40:00-05:00"
"SUV Crashes Into Sommers Avenue Home, Nobody Injured","07/30/2016","Vehicle","2200 Block Sommers Ave, Madison, WI","2016-07-30T14:45:00-05:00"
"Firefighter respond to Hazardous Material Incident at Pellitteri Waste Systems","07/28/2016","Hazmat","4000 Block Kipp Street, Madison, WI","2016-07-28T12:03:00-05:00"
"Crews Extinguish Generator Fire","07/27/2016","Structure","100 Block W. Washington Ave, Madison, WI","2016-07-27T06:18:00-05:00"
"Metal Shavings Catch Fire at Alter Metal Recycling","07/24/2016","Outdoor","4400 Block Sycamore Ave, Madison, WI 53714","2016-07-24T10:03:00-05:00"
"Lighting Strikes Home on Tree Ridge Trail.","07/23/2016","Structure","5300 Block Tree Ridge Trail, Madison, WI 53718","2016-07-23T19:48:00-05:00"
"Lightning Strikes Condo, Causing Fire On Midvale Blvd.","07/21/2016","Structure","500 Block Midvale Blvd, Madison, WI","2016-07-21T20:36:00-05:00"
"Stay Off City Roads, Madison Fire Warns","07/21/2016","Outdoor","Madison, WI","2016-07-21T19:28:00-05:00"
"MFD Responds To Over 120 Storm-Related Calls, Issues Reminder About Confronting Floods","07/21/2016","Outdoor","Madison, WI","2016-07-21T18:00:00-05:00"
"Multiple Injuries Following Five-Car Crash On Highway 51","07/19/2016","Vehicle","U.S. Highway 51 / Terminal, Madison, WI","2016-07-19T17:00:00-05:00"
"Two Cars Damaged In Vehicle Fire On Aberg Avenue","07/19/2016","Vehicle","1800 Block Aberg Ave, Madison, WI","2016-07-19T15:15:00-05:00"
"Cause Of Outdoor Fire Unknown","07/19/2016","Outdoor","1000 Block Woodward Drive, Madison, WI","2016-07-19T13:11:00-05:00"
"Grill Fire Remains Isolated, Causes Minimal Damage","07/17/2016","Cooking","1600 Block Deerwood Drive, Madison, WI","2016-07-17T18:39:00-05:00"
"Kitchen Fire On Blue Heron Drive","07/17/2016","Cooking","9500 Block Blue Heron Drive, Madison, WI","2016-07-17T18:29:00-05:00"
"Driver Uninjured After Car Strikes Building At Ho Chunk Casino","07/17/2016","Vehicle","4000 Block Evan Acres Road, Madison, WI","2016-07-17T04:47:00-05:00"
"One Rescued From Downtown Elevator","07/16/2016","Elevator","10 Block W. Main Street, Madison, WI","2016-07-16T06:37:00-05:00"
"Small Fire Ignites Inside Greasy Stove","07/15/2016","Cooking","400 Block E. Village Green Ln, Madison, WI","2016-07-15T09:35:00-05:00"
"Family Finds Fire, Not Pokémon, At Demetral Field","07/14/2016","Outdoor","Demetral Field, Madison, WI","2016-07-14T07:09:00-05:00"
"No Injuries In Vehicle Fire On West Side; One Cited For Crossing Fire Hose","07/13/2016","Vehicle","S. Yellowstone Drive / Mineral Point Road, Madison, WI","2016-07-13T10:29:00-05:00"
"Three Displaced By Cooking Fire On Raymond Road","07/12/2016","Cooking","6500 Block Raymond Rd, Madison, WI","2016-07-12T00:24:00-05:00"
"East Side Fire Displaces Four People","07/11/2016","Structure","1800 Block Packers Avenue, Madison, WI","2016-07-11T11:56:00-05:00"
"Fire Results In $70,000 In Damage At Packers Ave. Home; Nobody Injured","07/11/2016","Structure","1800 Block Packers Ave, Madison, WI","2016-07-11T11:56:00-05:00"
"Small Fire Extinguished With Help Of City Streets Crew","07/11/2016","Outdoor","5800 Block Femrite Dr, Madison, WI","2016-07-11T09:28:00-05:00"
"Driver Injured After Car Crashes Into Park Street Walgreens","07/10/2016","Vehicle","2100 Block S. Park Street, Madison, WI","2016-07-10T09:06:00-05:00"
"Firefighters Help Stranded Kids Kayaking On Lake Wingra","07/08/2016","Lake Rescue","Lake Wingra, Madison, WI","2016-07-08T12:51:00-05:00"
"Cyclist Injured In North Side Crash","07/07/2016","Vehicle","Packers Ave. / Aberg Ave, Madison, WI","2016-07-07T13:34:00-05:00"
"Laptop Explodes, Causes Small Fire On West Side; Nobody Injured","07/06/2016","Structure","6400 Block Enterprise Ln, Madison, WI","2016-07-06T13:43:00-05:00"
"Storm-Related Emergencies Included Electrical Hazards, Home Health Scares","07/06/2016","Outdoor","City of Madison, Madison, WI","2016-07-06T12:23:00-05:00"
"Downed Power Lines Cause Fire On Tompkins","07/06/2016","Outdoor","1000 Block Tompkins Dr, Madison, WI","2016-07-06T02:22:00-05:00"
"East Side Man Told Not To Use Gasoline As Weed Killer","07/04/2016","Outdoor","N. Seventh Street, Madison, WI","2016-07-04T20:09:00-05:00"
"Fuel Overflow At Gas Station Places Pumps Out Of Service","07/04/2016","Outdoor","6200 Block Schroeder Rd, Madison, WI","2016-07-04T10:12:00-05:00"
"Outdoor Fire On Williamson Street Violated Several City Rules","07/02/2016","Unauthorized Burning","1400 Block Williamson St, Madison, WI","2016-07-02T00:18:00-05:00"
"Large Tree Limb Damages Two Vehicles; Nobody Injured","06/30/2016","Electrical","600 Block Sheldon Street, Madison, WI","2016-06-30T15:44:00-05:00"
"Back Yard Fire On Morrison Did Not Meet Safety Standards","06/29/2016","Unauthorized Burning","1300 Block Morrison Street, Madison, WI","2016-06-29T22:17:00-05:00"
"Mattress Goes Up In Flames Outside North Side Home","06/28/2016","Trash/Rubbish","Shelley Lane, Madison, WI","2016-06-28T12:50:00-05:00"
"Firefighters Called Twice To Catalpa Road For Similar Incidents","06/28/2016","Fireworks","Catalpa Road, Madison, WI","2016-06-28T12:36:00-05:00"
"Unattended Burner Leads To Stovetop Fire On Southwest Side","06/27/2016","Structure","6700 Block Pima Drive, Madison, WI","2016-06-27T15:24:00-05:00"
"Infant Unharmed Following Accidental Lock-In","06/26/2016","Vehicle","2100 Block Frisch Rd, Madison, WI","2016-06-26T10:37:00-05:00"
"Hotel Guests Relocated Due To Flooding Following Storms","06/26/2016","Water Leak","5200 Block East Terrace Blvd, Madison, WI","2016-06-26T03:58:00-05:00"
"Six People Rescued From Capsized Boat","06/26/2016","Lake Rescue","4600 Block of Tonyawatha Trail, Madison, WI","2016-06-26T00:11:00-05:00"
"Cause Of Vilas Avenue Garage Fire Under Investigation","06/25/2016","Structure","1700 Block Vilas Ave, Madison, WI","2016-06-25T14:39:00-05:00"
"Apartment Fire Displaces Three People","06/24/2016","Cooking","2800 Block of Cimarron Trail, Madison, WI","2016-06-24T18:29:00-05:00"
"Westbound I-90 Shut Down For Multi-Vehicle Crash","06/24/2016","Vehicle","I90 Westbound, Madison, WI 53718","2016-06-24T10:16:00-05:00"
"Fire Damages Pressure Washer At East Side Business","06/22/2016","Electrical","3700 Block Lexington Ave, Madison, WI","2016-06-22T13:29:00-05:00"
"Firefighters Respond To Crash At Mineral Point and Gammon Pl.","06/22/2016","Vehicle","Mineral Point Rd. / Gammon Pl, Madison, WI","2016-06-22T02:02:00-05:00"
"Solar Oven Damaged By Fire On East Side","06/21/2016","Outdoor","5100 Block Starker Ave, Madison, WI","2016-06-21T14:53:00-05:00"
"Disconnected Power Line Caused Brief Outage, Road Closure Tuesday","06/21/2016","Electrical","1900 Block E. Mifflin St, Madison, WI","2016-06-21T11:53:00-05:00"
"Nobody Injured Or Displaced By Appliance Fire On Wheeler Road","06/17/2016","Appliance","1300 Block Wheeler Road, Madison, WI","2016-06-17T21:27:00-05:00"
"Itsy Bitsy Spider Blamed For Alarm Activation","06/17/2016","Alarm Investigation","1600 Block Capital Ave, Madison, WI","2016-06-17T00:45:00-05:00"
"Oven Removed From West-Side PDQ Following Small Fire","06/16/2016","Cooking","7700 Block Mineral Point Rd, Madison, WI","2016-06-16T12:37:00-05:00"
"Carbon Monoxide Disaster Averted","06/14/2016","Carbon Monoxide","2500 Block of Calypso Rd, Madison, WI","2016-06-14T22:02:00-05:00"
"Grill On Downtown Balcony Deemed Unsafe","06/14/2016","Unauthorized Burning","10 Block Bassett Street, Madison, WI","2016-06-14T17:27:00-05:00"
"Schoep's Ice Cream Evacuated Due To Ammonia Leak; No Injuries","06/14/2016","Gas Leak","500 Block Division Street, Madison, WI","2016-06-14T09:31:00-05:00"
"Firefighters Investigate Outdoor Burning Complaint; Find No Problems","06/12/2016","Outdoor","2100 Block Fremont Ave, Madison, WI","2016-06-12T20:46:00-05:00"
"Rollover Crash and Vehicle Fire On Beltline Highway","06/11/2016","Vehicle","Eastbound U.S. Highway 12 / Westbound I-90, Madison, WI","2016-06-11T21:53:00-05:00"
"Engine 13 Called For Electrical Arcing Inside Oven","06/10/2016","Electrical","500 Block Aztalan, Madison, WI","2016-06-10T17:15:00-05:00"
"Warner Park Porta-Potty Fire Under Investigation","06/09/2016","Outdoor","Warner Park, 2900 block Sherman Ave., Madison, WI","2016-06-09T22:20:00-05:00"
"Propane Tank Bursts Into Flames On West Side; Nobody Injured","06/09/2016","Outdoor","5600 Block Research Park Blvd, Madison, WI","2016-06-09T11:22:00-05:00"
"Northside Balcony Fire Under Investigation","06/08/2016","Structure","2400 Block Fremont Ave, Madison, WI","2016-06-08T10:40:00-05:00"
"Unattended Cooking Fire Displaces One","06/07/2016","Cooking","3100 Block Muir Field Rd, Madison, WI","2016-06-07T21:51:00-05:00"
"Driver Transported Following Rollover Crash on Northport","06/07/2016","Vehicle","1400 Block Northport Drive, Madison, WI","2016-06-07T21:50:00-05:00"
"Cause Of Southside Shed Fire Undetermined","06/07/2016","Structure","3100 Block Churchill Drive, Madison, WI","2016-06-07T19:43:00-05:00"
"Dog Leash Gets Tangled In A Scooter On East Washington","06/06/2016","Assist Citizen","1900 Block E. Washington Ave, Madison, WI","2016-06-06T19:24:00-05:00"
"Lake Rescue Team Assists With Kayak Fire On Lake Monona","06/06/2016","Lake Rescue","Lake Monona, Madison, WI","2016-06-06T01:11:00-05:00"
"Large Dumpster Fire Dowtown May Have Been Intentional","06/06/2016","Trash/Rubbish","600 Block N. Frances St, Madison, WI","2016-06-06T01:03:00-05:00"
"Tupperware Lids Smolder Inside Oven Drawer","06/05/2016","Cooking","2900 Block Curry Parkway, Madison, WI","2016-06-05T20:57:00-05:00"
"Driver Pinned Following Early-Morning Beltline Crash","06/04/2016","Vehicle","Westbound Beltline / Park Street, Madison, WI","2016-06-04T03:29:00-05:00"
"Firefighters Knock Down Car Fire On Franklin Ave.","06/03/2016","Vehicle","500 Block N. Franklin Ave, Madison, WI","2016-06-03T21:53:00-05:00"
"Firefighters Called To Schroeder Road; Intoxicated Cooking To Blame","06/02/2016","Cooking","6800 Block Schroeder Rd, Madison, WI","2016-06-02T21:04:00-05:00"
"Discarded Cigarette Starts Small Balcony Fire","06/02/2016","Smoking","Ponwood Circle, Madison, WI","2016-06-02T19:19:00-05:00"
"Hotdogs Burn After Cook Falls Asleep","06/02/2016","Cooking","2800 Block Hauk Street, Madison, WI","2016-06-02T18:12:00-05:00"
"Firefighters Still on Scene at Recycling Plant Fire","06/01/2016","Structure","1800 Block S. Park Street, Madison, WI","2016-06-01T16:02:00-05:00"
"Automatic Sprinkler System Extinguishes Cooking Fire","06/01/2016","Cooking","5400 Block Congress Ave, Madison, WI","2016-06-01T11:32:00-05:00"
"Firefighters, Paramedics Respond To Vehicle Crash Outside Fire Station","05/31/2016","Vehicle","1500 Block Troy Drive, Madison, WI","2016-05-31T14:52:00-05:00"
"Firefighters Assist Child Locked In Bathroom","05/31/2016","Assist Citizen","1900 Block S. Thompson Drive, Madison, WI","2016-05-31T10:13:00-05:00"
"Baking Stone Left Inside Oven Causes Small Fire","05/29/2016","Appliance","Lilac Lane, Madison, WI","2016-05-29T15:48:00-05:00"
"Ladder 1 Responds To Car Fire At Downtown Parking Lot","05/28/2016","Vehicle","300 Block W. Gorham Street, Madison, WI","2016-05-28T22:32:00-05:00"
"Windy Day Rustles Up Several Calls To Madison Fire","05/28/2016","Electrical","City of Madison, Madison, WI","2016-05-28T15:49:00-05:00"
"Engine 10 Called to Trailsway For Grill Violation","05/28/2016","Outdoor","1500 Block Trailsway, Madison, WI","2016-05-28T14:39:00-05:00"
"Running Car Produces Carbon Monoxide In Area Condo","05/28/2016","Carbon Monoxide","Nessling Street, Madison, WI","2016-05-28T01:08:00-05:00"
"Rental Car Totalled Following Fire On the Interstate","05/27/2016","Vehicle","I90 Westbound, Madison, WI","2016-05-27T17:24:00-05:00"
"Tree Limb Takes Down Power Cable On East Side","05/27/2016","Electrical","Wirth Court, Madison, WI","2016-05-27T14:46:00-05:00"
"Electrical Outlet Overheats at Grocery Store","05/27/2016","Excessive heat/scorch","3600 Block University Ave, Madison, WI","2016-05-27T01:49:00-05:00"
"Careless Cooking Causes Apartment Fire","05/26/2016","Structure","700 Block Vera Court, Madison, WI","2016-05-26T21:02:00-05:00"
"Residential Gas Leak on Mammoth Trail","05/26/2016","Gas Leak","3500 Block Mammoth Trail, Madison, WI","2016-05-26T20:57:00-05:00"
"Vehicle Fire on Linden Drive","05/26/2016","Vehicle","1600 Block Linden Dr, Madison, WI","2016-05-26T10:53:00-05:00"
"Downed Lines Cause Temporary Power Outage on East Side","05/26/2016","Electrical","2800 Block Commerical Avenue, Madison, WI","2016-05-26T07:06:00-05:00"
"Three Transported After Multi-Vehicle Crash on S. Stoughton Rd.","05/25/2016","Vehicle","S. Stoughton Rd. at Buckeye Rd, Madison, WI","2016-05-25T16:00:00-05:00"
"Fire Damages Storage Shed","05/25/2016","Structure","3900 Block Milwaukee St, Madison, WI","2016-05-25T14:27:00-05:00"
"Two Children Locked in Vehicle","05/25/2016","Assist Citizen","5800 Block Raymond Rd, Madison, WI","2016-05-25T10:37:00-05:00"
"Mishandling of Smoking Materials Starts Condo Fire; Smoke Detectors and Pull Stations Were Inoperable","05/25/2016","Structure","1000 Block Rockefeller Lane, Madison, WI","2016-05-25T03:05:00-05:00"
"Misuse of Grill Prompts Fire Scare","05/25/2016","Outdoor","7200 Block E Valley Ridge Dr, Madison, WI","2016-05-25T00:43:00-05:00"
"CO Alarms Avert Disaster for Family","05/24/2016","Carbon Monoxide","900 Block E. Dayton St, Madison, WI","2016-05-24T21:09:00-05:00"
"Child Accidentally Locked in Vehicle","05/24/2016","Assist Citizen","1500 Block Troy Dr, Madison, WI","2016-05-24T13:19:00-05:00"
"Small Fire in Median on Packers Avenue","05/23/2016","Outdoor","Packers Ave @ N. Sixth St, Madison, WI","2016-05-23T17:38:00-05:00"
"Landscaping Wood Chips Found Smoldering on Park Street","05/23/2016","Outdoor","2200 Block S. Park St, Madison, WI","2016-05-23T16:16:00-05:00"
"Downed Wires on Fairview Road","05/23/2016","Electrical","Fairvew Rd/Eagle Crest Dr, Madison, WI","2016-05-23T04:55:00-05:00"
"Carbon Monoxide Alarm on Craig Avenue","05/23/2016","Carbon Monoxide","100 Block Craig Ave, Madison, WI","2016-05-23T00:20:00-05:00"
"Sunny Day Causes Concern on Monroe Street","05/22/2016","Structure","1800 Block Monroe Street, Madison, WI","2016-05-22T20:42:00-05:00"
"Fire Alarm Triggered by High-Heat Cooking","05/22/2016","Smoke Scare","Sauk Ridge Trail, Madison, WI","2016-05-22T20:10:00-05:00"
"LP Grill Starts Fire on Deck of Home","05/22/2016","Structure","4400 Block Rigney Lane, Madison, WI","2016-05-22T17:39:00-05:00"
"Smoldering Cigarettes Cause Smoke Scare on Junction Road","05/22/2016","Smoke Scare","200 Block Junction Rd, Madison, WI","2016-05-22T16:55:00-05:00"
"Spilled Duck Fat Makes for a Slippery Situation on the Square","05/22/2016","Hazmat","100 Block N. Carroll St, Madison, WI","2016-05-22T15:58:00-05:00"
"Heat Tape Causes Smoke Scare at Goodman Center","05/22/2016","Smoke Scare","100 Block Waubesa St, Madison, WI","2016-05-22T15:53:00-05:00"
"Outdoor Fire at Packers Ave. & International Ln.","05/22/2016","Outdoor","Packers at International, Madison, WI","2016-05-22T14:04:00-05:00"
"Burnt Brats Result in Fire Call","05/22/2016","Odor Investigation","4800 Block Camden Rd, Madison, WI","2016-05-22T01:15:00-05:00"
"Carbon Monoxide Alarm Causes Building Evacuation Downtown","05/21/2016","Carbon Monoxide","200 Block N. Pinckney St, Madison, WI","2016-05-21T05:22:00-05:00"
"Residential Gas Leak on Near East Side","05/19/2016","Gas Leak","Fairmont Ave, Madison, WI","2016-05-19T19:43:00-05:00"
"Child Locked in Vehicle","05/19/2016","Assist Citizen","Chapel Hill Rd, Madison, WI","2016-05-19T12:09:00-05:00"
"MFD Responds to Gas Line Break","05/19/2016","Gas Leak","Hickory St. @ Spruce St, Madison, WI","2016-05-19T10:25:00-05:00"
"Engine 3 Responds To Small Vehicle Fire On East Washington Ave.","05/17/2016","Vehicle","1100 Block E. Washington Ave, Madison, WI","2016-05-17T11:21:00-05:00"
"Resident Asked To Put Out Backyard Construction Waste Fire","05/17/2016","Unauthorized Burning","Waubesa Street, Madison, WI","2016-05-17T11:10:00-05:00"
"Vehicle Crashes Into East Side Home, Injuring One","05/16/2016","Vehicle","2600 Block Milwaukee Street, Madison, WI","2016-05-16T23:12:00-05:00"
"Grease Buildup Causes Small Fire Inside Eagle Heights Oven","05/16/2016","Cooking","800 Block Eagle Heights, Madison, WI","2016-05-16T20:40:00-05:00"
"Walk-Up At Station 3 Reports Gasoline Leak On Ingersoll","05/15/2016","Vehicle","300 Block of S. Ingersoll St, Madison, WI","2016-05-15T11:42:00-05:00"
"Carbon Monoxide Alarm Alerts Couple To Major Problem Brewing Inside Garage","05/15/2016","Carbon Monoxide","Carrington Dr, Madison, WI","2016-05-15T01:41:00-05:00"
"Alarm, Sprinkler Activation At Chuck E. Cheese Reveals Overheated Air Compressor","05/14/2016","Excessive heat/scorch","400 Block Grand Canyon Dr, Madison, WI","2016-05-14T18:13:00-05:00"
"Automatic Sprinkler System Extinguishes Fire at YWCA","05/14/2016","Structure","100 Block E. Mifflin Street, Madison, WI 53703","2016-05-14T16:58:00-05:00"
"Outdoor Fire Extinguished Due To Ordinance Violations","05/12/2016","Outdoor","3800 Block Tulane Ave, Madison, WI","2016-05-12T22:10:00-05:00"
